"name","raw_name","category","label","units","core"
"phab_LTEST","LTEST","Physical habitat","LTEST","",FALSE
"phab_LRBS_TST","LRBS_TST","Physical habitat","LRBS_TST","",FALSE
"phab_LDMB_BW5","LDMB_BW5","Physical habitat","LDMB_BW5","",FALSE
"phab_LRBS_BW5","LRBS_BW5","Physical habitat","LRBS_BW5","",FALSE
"phab_LDCBF_G08","LDCBF_G08","Physical habitat","LDCBF_G08","",FALSE
"phab_LRBS_G08","LRBS_G08","Physical habitat","LRBS_G08","",FALSE
"phab_XCDENMID","XCDENMID","Physical habitat","XCDENMID","",FALSE
"phab_XCDENBK","XCDENBK","Physical habitat","XCDENBK","",FALSE
"phab_CONPERCENT","CONPERCENT","Physical habitat","CONPERCENT","",FALSE
"phab_PCT_FA","PCT_FA","Physical habitat","PCT_FA","",FALSE
"phab_PCT_GL","PCT_GL","Physical habitat","PCT_GL","",FALSE
"phab_PCT_POOL","PCT_POOL","Physical habitat","PCT_POOL","",TRUE
"phab_PCT_DR","PCT_DR","Physical habitat","PCT_DR","",FALSE
"phab_PCT_FAST","PCT_FAST","Physical habitat","PCT_FAST","",TRUE
"phab_PCT_SLOW","PCT_SLOW","Physical habitat","PCT_SLOW","",FALSE
"phab_XWIDTH","XWIDTH","Physical habitat","XWIDTH","",TRUE
"phab_SDWIDTH","SDWIDTH","Physical habitat","SDWIDTH","",FALSE
"phab_XBKF_W","XBKF_W","Physical habitat","XBKF_W","",FALSE
"phab_XBKF_H","XBKF_H","Physical habitat","XBKF_H","",FALSE
"phab_XINC_H","XINC_H","Physical habitat","XINC_H","",FALSE
"phab_SDINC_H","SDINC_H","Physical habitat","SDINC_H","",FALSE
"phab_BFWD_RAT","BFWD_RAT","Physical habitat","BFWD_RAT","",FALSE
"phab_XWXD","XWXD","Physical habitat","XWXD","",TRUE
"phab_XWD_RAT","XWD_RAT","Physical habitat","XWD_RAT","",FALSE
"phab_SDWXD","SDWXD","Physical habitat","SDWXD","",FALSE
"phab_SDWD_RAT","SDWD_RAT","Physical habitat","SDWD_RAT","",FALSE
"phab_XDEPTH","XDEPTH","Physical habitat","XDEPTH","",FALSE
"phab_SDDEPTH","SDDEPTH","Physical habitat","SDDEPTH","",FALSE
"phab_XDEPTH_CM","XDEPTH_CM","Physical habitat","XDEPTH_CM","",TRUE
"phab_SDDEPTH_CM","SDDEPTH_CM","Physical habitat","SDDEPTH_CM","",FALSE
"phab_XFC_ALG","XFC_ALG","Physical habitat","XFC_ALG","",FALSE
"phab_XFC_RCK","XFC_RCK","Physical habitat","XFC_RCK","",FALSE
"phab_XFC_BRS","XFC_BRS","Physical habitat","XFC_BRS","",FALSE
"phab_XFC_LVT","XFC_LVT","Physical habitat","XFC_LVT","",FALSE
"phab_XFC_AQM","XFC_AQM","Physical habitat","XFC_AQM","",FALSE
"phab_XFC_OHV","XFC_OHV","Physical habitat","XFC_OHV","",FALSE
"phab_XFC_HUM","XFC_HUM","Physical habitat","XFC_HUM","",FALSE
"phab_XFC_UCB","XFC_UCB","Physical habitat","XFC_UCB","",FALSE
"phab_XFC_LWD","XFC_LWD","Physical habitat","XFC_LWD","",FALSE
"phab_XFC_NAT","XFC_NAT","Physical habitat","XFC_NAT","",FALSE
"phab_XFC_BIG","XFC_BIG","Physical habitat","XFC_BIG","",FALSE
"phab_XFC_ALL","XFC_ALL","Physical habitat","XFC_ALL","",FALSE
"phab_PCT_SIDE","PCT_SIDE","Physical habitat","PCT_SIDE","",FALSE
"phab_REACHLEN","REACHLEN","Physical habitat","REACHLEN","",FALSE
"phab_W1_HAG","W1_HAG","Physical habitat","W1_HAG","",FALSE
"phab_W1_HNOAG","W1_HNOAG","Physical habitat","W1_HNOAG","",FALSE
"phab_W1_HALL","W1_HALL","Physical habitat","W1_HALL","",FALSE
"phab_W1H_BLDG","W1H_BLDG","Physical habitat","W1H_BLDG","",FALSE
"phab_W1H_LDFL","W1H_LDFL","Physical habitat","W1H_LDFL","",FALSE
"phab_W1H_LOG","W1H_LOG","Physical habitat","W1H_LOG","",FALSE
"phab_W1H_MINE","W1H_MINE","Physical habitat","W1H_MINE","",FALSE
"phab_W1H_PARK","W1H_PARK","Physical habitat","W1H_PARK","",FALSE
"phab_W1H_PSTR","W1H_PSTR","Physical habitat","W1H_PSTR","",FALSE
"phab_W1H_PVMT","W1H_PVMT","Physical habitat","W1H_PVMT","",FALSE
"phab_W1H_PIPE","W1H_PIPE","Physical habitat","W1H_PIPE","",FALSE
"phab_W1H_ROAD","W1H_ROAD","Physical habitat","W1H_ROAD","",FALSE
"phab_W1H_CROP","W1H_CROP","Physical habitat","W1H_CROP","",FALSE
"phab_W1H_WALL","W1H_WALL","Physical habitat","W1H_WALL","",FALSE
"phab_C1TM100","C1TM100","Physical habitat","C1TM100","",FALSE
"phab_C1WM100","C1WM100","Physical habitat","C1WM100","",FALSE
"phab_C2TM100","C2TM100","Physical habitat","C2TM100","",FALSE
"phab_C2WM100","C2WM100","Physical habitat","C2WM100","",FALSE
"phab_C4TM100","C4TM100","Physical habitat","C4TM100","",FALSE
"phab_C4WM100","C4WM100","Physical habitat","C4WM100","",FALSE
"phab_V1WM100","V1WM100","Physical habitat","V1WM100","",FALSE
"phab_V1W_MSQ","V1W_MSQ","Physical habitat","V1W_MSQ","",FALSE
"phab_V2WM100","V2WM100","Physical habitat","V2WM100","",FALSE
"phab_V2W_MSQ","V2W_MSQ","Physical habitat","V2W_MSQ","",FALSE
"phab_V4WM100","V4WM100","Physical habitat","V4WM100","",FALSE
"phab_V4W_MSQ","V4W_MSQ","Physical habitat","V4W_MSQ","",FALSE
"phab_RPXDEP","RPXDEP","Physical habitat","RPXDEP","",FALSE
"phab_RPMXDEP","RPMXDEP","Physical habitat","RPMXDEP","",FALSE
"phab_RPGT50","RPGT50","Physical habitat","RPGT50","",FALSE
"phab_RPGT75","RPGT75","Physical habitat","RPGT75","",FALSE
"phab_RPXDEP_CM","RPXDEP_CM","Physical habitat","RPXDEP_CM","",FALSE
"phab_RPMXDEP_CM","RPMXDEP_CM","Physical habitat","RPMXDEP_CM","",FALSE
"phab_RP100","RP100","Physical habitat","RP100","",FALSE
"phab_PCAN_C","PCAN_C","Physical habitat","PCAN_C","",FALSE
"phab_PCAN_D","PCAN_D","Physical habitat","PCAN_D","",FALSE
"phab_PCAN_E","PCAN_E","Physical habitat","PCAN_E","",FALSE
"phab_PCAN_M","PCAN_M","Physical habitat","PCAN_M","",FALSE
"phab_PCAN_N","PCAN_N","Physical habitat","PCAN_N","",FALSE
"phab_XCL","XCL","Physical habitat","XCL","",FALSE
"phab_XCS","XCS","Physical habitat","XCS","",FALSE
"phab_XMW","XMW","Physical habitat","XMW","",FALSE
"phab_XMH","XMH","Physical habitat","XMH","",FALSE
"phab_XGW","XGW","Physical habitat","XGW","",FALSE
"phab_XGH","XGH","Physical habitat","XGH","",FALSE
"phab_XGB","XGB","Physical habitat","XGB","",FALSE
"phab_XC","XC","Physical habitat","XC","",FALSE
"phab_XM","XM","Physical habitat","XM","",FALSE
"phab_XCMW","XCMW","Physical habitat","XCMW","",FALSE
"phab_XCM","XCM","Physical habitat","XCM","",FALSE
"phab_XG","XG","Physical habitat","XG","",FALSE
"phab_XCMGW","XCMGW","Physical habitat","XCMGW","",FALSE
"phab_XCMG","XCMG","Physical habitat","XCMG","",FALSE
"phab_XPCAN","XPCAN","Physical habitat","XPCAN","",FALSE
"phab_XPMID","XPMID","Physical habitat","XPMID","",FALSE
"phab_XPMGW","XPMGW","Physical habitat","XPMGW","",FALSE
"phab_XPCM","XPCM","Physical habitat","XPCM","",FALSE
"phab_XPCMG","XPCMG","Physical habitat","XPCMG","",FALSE
"phab_PCTCLINOMETER","PCTCLINOMETER","Physical habitat","PCTCLINOMETER","",FALSE
"phab_SINU","SINU","Physical habitat","SINU","",TRUE
"phab_XBEARING","XBEARING","Physical habitat","XBEARING","",FALSE
"phab_XSLOPE","XSLOPE","Physical habitat","XSLOPE","",FALSE
"phab_XSLOPE_FIELD","XSLOPE_FIELD","Physical habitat","XSLOPE_FIELD","",FALSE
"phab_XSLOPE_MAP","XSLOPE_MAP","Physical habitat","XSLOPE_MAP","",FALSE
"phab_LSUB_DMM","LSUB_DMM","Physical habitat","LSUB_DMM","",TRUE
"phab_LSUBD_SD","LSUBD_SD","Physical habitat","LSUBD_SD","",FALSE
"phab_LSUB_DMM_NOR","LSUB_DMM_NOR","Physical habitat","LSUB_DMM_NOR","",FALSE
"phab_PCT_BL","PCT_BL","Physical habitat","PCT_BL","",FALSE
"phab_PCT_CB","PCT_CB","Physical habitat","PCT_CB","",TRUE
"phab_PCT_FN","PCT_FN","Physical habitat","PCT_FN","",FALSE
"phab_PCT_GC","PCT_GC","Physical habitat","PCT_GC","",FALSE
"phab_PCT_GF","PCT_GF","Physical habitat","PCT_GF","",FALSE
"phab_PCT_HP","PCT_HP","Physical habitat","PCT_HP","",FALSE
"phab_PCT_OT","PCT_OT","Physical habitat","PCT_OT","",FALSE
"phab_PCT_OM","PCT_OM","Physical habitat","PCT_OM","",FALSE
"phab_PCT_RC","PCT_RC","Physical habitat","PCT_RC","",FALSE
"phab_PCT_RR","PCT_RR","Physical habitat","PCT_RR","",FALSE
"phab_PCT_RS","PCT_RS","Physical habitat","PCT_RS","",FALSE
"phab_PCT_SA","PCT_SA","Physical habitat","PCT_SA","",FALSE
"phab_PCT_SB","PCT_SB","Physical habitat","PCT_SB","",FALSE
"phab_PCT_WD","PCT_WD","Physical habitat","PCT_WD","",FALSE
"phab_PCT_XB","PCT_XB","Physical habitat","PCT_XB","",FALSE
"phab_PCT_BIGR","PCT_BIGR","Physical habitat","PCT_BIGR","",FALSE
"phab_PCT_BDRK","PCT_BDRK","Physical habitat","PCT_BDRK","",FALSE
"phab_PCT_SAFN","PCT_SAFN","Physical habitat","PCT_SAFN","",TRUE
"phab_PCT_SFGF","PCT_SFGF","Physical habitat","PCT_SFGF","",FALSE
"phab_PCT_ORG","PCT_ORG","Physical habitat","PCT_ORG","",FALSE
"phab_PCT_BH","PCT_BH","Physical habitat","PCT_BH","",FALSE
"phab_PCT_GR","PCT_GR","Physical habitat","PCT_GR","",TRUE
"phab_XEMBED","XEMBED","Physical habitat","XEMBED","",TRUE
"phab_XCEMBED","XCEMBED","Physical habitat","XCEMBED","",FALSE
"phab_SURVEY_YRS","SURVEY_YRS","Physical habitat","SURVEY_YRS","",FALSE
"phab_XSLOPE_use","XSLOPE_use","Physical habitat","XSLOPE_use","",TRUE
"phab_LRBS_use","LRBS_use","Physical habitat","LRBS_use","",FALSE
"phab_RP100_cm","RP100_cm","Physical habitat","RP100_cm","",TRUE
"phab_PCT_SFG","PCT_SFG","Physical habitat","PCT_SFG","",FALSE
"phab_XGveg","XGveg","Physical habitat","XGveg","",FALSE
"phab_LWDeqVol_msq","LWDeqVol_msq","Physical habitat","LWDeqVol_msq","",FALSE
"phab_LWDeqVolM100","LWDeqVolM100","Physical habitat","LWDeqVolM100","",TRUE
"phab_QRVeg1","QRVeg1","Physical habitat","QRVeg1","",FALSE
"phab_QRVeg2","QRVeg2","Physical habitat","QRVeg2","",FALSE
"phab_RDIST1","RDIST1","Physical habitat","RDIST1","",FALSE
"phab_QRDIST1","QRDIST1","Physical habitat","QRDIST1","",FALSE
"phab_QR1","QR1","Physical habitat","QR1","",TRUE
"phab_CVdth","CVdth","Physical habitat","CVdth","",FALSE
"phab_RpRat","RpRat","Physical habitat","RpRat","",FALSE
"phab_CVWIDTH","CVWIDTH","Physical habitat","CVWIDTH","",FALSE
"phab_CVWXD","CVWXD","Physical habitat","CVWXD","",FALSE
"bent_AMPHNTAX","AMPHNTAX","Benthic macroinvertebrates","AMPHNTAX","",FALSE
"bent_AMPHPIND","AMPHPIND","Benthic macroinvertebrates","AMPHPIND","",FALSE
"bent_AMPHPTAX","AMPHPTAX","Benthic macroinvertebrates","AMPHPTAX","",FALSE
"bent_BURRNTAX","BURRNTAX","Benthic macroinvertebrates","BURRNTAX","",FALSE
"bent_BURRPIND","BURRPIND","Benthic macroinvertebrates","BURRPIND","",FALSE
"bent_BURRPTAX","BURRPTAX","Benthic macroinvertebrates","BURRPTAX","",FALSE
"bent_CHIRDOM1PIND","CHIRDOM1PIND","Benthic macroinvertebrates","CHIRDOM1PIND","",FALSE
"bent_CHIRDOM3PIND","CHIRDOM3PIND","Benthic macroinvertebrates","CHIRDOM3PIND","",FALSE
"bent_CHIRDOM5PIND","CHIRDOM5PIND","Benthic macroinvertebrates","CHIRDOM5PIND","",FALSE
"bent_CHIRNTAX","CHIRNTAX","Benthic macroinvertebrates","CHIRNTAX","",FALSE
"bent_CHIRPIND","CHIRPIND","Benthic macroinvertebrates","CHIRPIND","",FALSE
"bent_CHIRPTAX","CHIRPTAX","Benthic macroinvertebrates","CHIRPTAX","",FALSE
"bent_CLMBNTAX","CLMBNTAX","Benthic macroinvertebrates","CLMBNTAX","",FALSE
"bent_CLMBPIND","CLMBPIND","Benthic macroinvertebrates","CLMBPIND","",FALSE
"bent_CLMBPTAX","CLMBPTAX","Benthic macroinvertebrates","CLMBPTAX","",FALSE
"bent_CLNGNTAX","CLNGNTAX","Benthic macroinvertebrates","CLNGNTAX","",FALSE
"bent_CLNGPIND","CLNGPIND","Benthic macroinvertebrates","CLNGPIND","",FALSE
"bent_CLNGPTAX","CLNGPTAX","Benthic macroinvertebrates","CLNGPTAX","",FALSE
"bent_COFINTAX","COFINTAX","Benthic macroinvertebrates","COFINTAX","",FALSE
"bent_COFIPIND","COFIPIND","Benthic macroinvertebrates","COFIPIND","",FALSE
"bent_COFIPTAX","COFIPTAX","Benthic macroinvertebrates","COFIPTAX","",FALSE
"bent_COFITRICNTAX","COFITRICNTAX","Benthic macroinvertebrates","COFITRICNTAX","",FALSE
"bent_COFITRICPIND","COFITRICPIND","Benthic macroinvertebrates","COFITRICPIND","",FALSE
"bent_COFITRICPTAX","COFITRICPTAX","Benthic macroinvertebrates","COFITRICPTAX","",FALSE
"bent_COGANTAX","COGANTAX","Benthic macroinvertebrates","COGANTAX","",FALSE
"bent_COGAPIND","COGAPIND","Benthic macroinvertebrates","COGAPIND","",FALSE
"bent_COGAPTAX","COGAPTAX","Benthic macroinvertebrates","COGAPTAX","",FALSE
"bent_CRUSNTAX","CRUSNTAX","Benthic macroinvertebrates","CRUSNTAX","",FALSE
"bent_CRUSPIND","CRUSPIND","Benthic macroinvertebrates","CRUSPIND","",FALSE
"bent_CRUSPTAX","CRUSPTAX","Benthic macroinvertebrates","CRUSPTAX","",FALSE
"bent_DIPTNTAX","DIPTNTAX","Benthic macroinvertebrates","DIPTNTAX","",FALSE
"bent_DIPTPIND","DIPTPIND","Benthic macroinvertebrates","DIPTPIND","",FALSE
"bent_DIPTPTAX","DIPTPTAX","Benthic macroinvertebrates","DIPTPTAX","",FALSE
"bent_DOM1PIND","DOM1PIND","Benthic macroinvertebrates","DOM1PIND","",FALSE
"bent_DOM3PIND","DOM3PIND","Benthic macroinvertebrates","DOM3PIND","",FALSE
"bent_DOM5PIND","DOM5PIND","Benthic macroinvertebrates","DOM5PIND","",FALSE
"bent_EPHENTAX","EPHENTAX","Benthic macroinvertebrates","EPHENTAX","",FALSE
"bent_EPHEPIND","EPHEPIND","Benthic macroinvertebrates","EPHEPIND","",FALSE
"bent_EPHEPTAX","EPHEPTAX","Benthic macroinvertebrates","EPHEPTAX","",FALSE
"bent_EPOTNTAX","EPOTNTAX","Benthic macroinvertebrates","EPOTNTAX","",FALSE
"bent_EPOTPIND","EPOTPIND","Benthic macroinvertebrates","EPOTPIND","",FALSE
"bent_EPOTPTAX","EPOTPTAX","Benthic macroinvertebrates","EPOTPTAX","",FALSE
"bent_EPT_NTAX","EPT_NTAX","Benthic macroinvertebrates","EPT_NTAX","",TRUE
"bent_EPT_PIND","EPT_PIND","Benthic macroinvertebrates","EPT_PIND","",TRUE
"bent_EPT_PTAX","EPT_PTAX","Benthic macroinvertebrates","EPT_PTAX","",FALSE
"bent_FACLNTAX","FACLNTAX","Benthic macroinvertebrates","FACLNTAX","",FALSE
"bent_FACLPIND","FACLPIND","Benthic macroinvertebrates","FACLPIND","",FALSE
"bent_FACLPTAX","FACLPTAX","Benthic macroinvertebrates","FACLPTAX","",FALSE
"bent_HEMINTAX","HEMINTAX","Benthic macroinvertebrates","HEMINTAX","",FALSE
"bent_HEMIPIND","HEMIPIND","Benthic macroinvertebrates","HEMIPIND","",FALSE
"bent_HEMIPTAX","HEMIPTAX","Benthic macroinvertebrates","HEMIPTAX","",FALSE
"bent_HPRIME","HPRIME","Benthic macroinvertebrates","HPRIME","",TRUE
"bent_INTLNTAX","INTLNTAX","Benthic macroinvertebrates","INTLNTAX","",TRUE
"bent_INTLPIND","INTLPIND","Benthic macroinvertebrates","INTLPIND","",FALSE
"bent_INTLPTAX","INTLPTAX","Benthic macroinvertebrates","INTLPTAX","",FALSE
"bent_MITENTAX","MITENTAX","Benthic macroinvertebrates","MITENTAX","",FALSE
"bent_MITEPIND","MITEPIND","Benthic macroinvertebrates","MITEPIND","",FALSE
"bent_MITEPTAX","MITEPTAX","Benthic macroinvertebrates","MITEPTAX","",FALSE
"bent_MOLLNTAX","MOLLNTAX","Benthic macroinvertebrates","MOLLNTAX","",FALSE
"bent_MOLLPIND","MOLLPIND","Benthic macroinvertebrates","MOLLPIND","",FALSE
"bent_MOLLPTAX","MOLLPTAX","Benthic macroinvertebrates","MOLLPTAX","",FALSE
"bent_NOINNTAX","NOINNTAX","Benthic macroinvertebrates","NOINNTAX","",FALSE
"bent_NOINPIND","NOINPIND","Benthic macroinvertebrates","NOINPIND","",FALSE
"bent_NOINPTAX","NOINPTAX","Benthic macroinvertebrates","NOINPTAX","",FALSE
"bent_NTOLNTAX","NTOLNTAX","Benthic macroinvertebrates","NTOLNTAX","",FALSE
"bent_NTOLPIND","NTOLPIND","Benthic macroinvertebrates","NTOLPIND","",FALSE
"bent_NTOLPTAX","NTOLPTAX","Benthic macroinvertebrates","NTOLPTAX","",FALSE
"bent_ODONNTAX","ODONNTAX","Benthic macroinvertebrates","ODONNTAX","",FALSE
"bent_ODONPIND","ODONPIND","Benthic macroinvertebrates","ODONPIND","",FALSE
"bent_ODONPTAX","ODONPTAX","Benthic macroinvertebrates","ODONPTAX","",FALSE
"bent_OLLENTAX","OLLENTAX","Benthic macroinvertebrates","OLLENTAX","",FALSE
"bent_OLLEPIND","OLLEPIND","Benthic macroinvertebrates","OLLEPIND","",FALSE
"bent_OLLEPTAX","OLLEPTAX","Benthic macroinvertebrates","OLLEPTAX","",FALSE
"bent_ORTHCHIRPIND","ORTHCHIRPIND","Benthic macroinvertebrates","ORTHCHIRPIND","",FALSE
"bent_ORTHNTAX","ORTHNTAX","Benthic macroinvertebrates","ORTHNTAX","",FALSE
"bent_ORTHPIND","ORTHPIND","Benthic macroinvertebrates","ORTHPIND","",FALSE
"bent_ORTHPTAX","ORTHPTAX","Benthic macroinvertebrates","ORTHPTAX","",FALSE
"bent_PLECNTAX","PLECNTAX","Benthic macroinvertebrates","PLECNTAX","",FALSE
"bent_PLECPIND","PLECPIND","Benthic macroinvertebrates","PLECPIND","",FALSE
"bent_PLECPTAX","PLECPTAX","Benthic macroinvertebrates","PLECPTAX","",FALSE
"bent_PREDNTAX","PREDNTAX","Benthic macroinvertebrates","PREDNTAX","",FALSE
"bent_PREDPIND","PREDPIND","Benthic macroinvertebrates","PREDPIND","",FALSE
"bent_PREDPTAX","PREDPTAX","Benthic macroinvertebrates","PREDPTAX","",FALSE
"bent_SCRPNTAX","SCRPNTAX","Benthic macroinvertebrates","SCRPNTAX","",FALSE
"bent_SCRPPIND","SCRPPIND","Benthic macroinvertebrates","SCRPPIND","",FALSE
"bent_SCRPPTAX","SCRPPTAX","Benthic macroinvertebrates","SCRPPTAX","",FALSE
"bent_SHRDNTAX","SHRDNTAX","Benthic macroinvertebrates","SHRDNTAX","",FALSE
"bent_SHRDPIND","SHRDPIND","Benthic macroinvertebrates","SHRDPIND","",FALSE
"bent_SHRDPTAX","SHRDPTAX","Benthic macroinvertebrates","SHRDPTAX","",FALSE
"bent_SPWLNTAX","SPWLNTAX","Benthic macroinvertebrates","SPWLNTAX","",FALSE
"bent_SPWLPIND","SPWLPIND","Benthic macroinvertebrates","SPWLPIND","",FALSE
"bent_SPWLPTAX","SPWLPTAX","Benthic macroinvertebrates","SPWLPTAX","",FALSE
"bent_STOLNTAX","STOLNTAX","Benthic macroinvertebrates","STOLNTAX","",FALSE
"bent_STOLPIND","STOLPIND","Benthic macroinvertebrates","STOLPIND","",FALSE
"bent_STOLPTAX","STOLPTAX","Benthic macroinvertebrates","STOLPTAX","",FALSE
"bent_SWIMNTAX","SWIMNTAX","Benthic macroinvertebrates","SWIMNTAX","",FALSE
"bent_SWIMPIND","SWIMPIND","Benthic macroinvertebrates","SWIMPIND","",FALSE
"bent_SWIMPTAX","SWIMPTAX","Benthic macroinvertebrates","SWIMPTAX","",FALSE
"bent_TANYNTAX","TANYNTAX","Benthic macroinvertebrates","TANYNTAX","",FALSE
"bent_TANYPIND","TANYPIND","Benthic macroinvertebrates","TANYPIND","",FALSE
"bent_TANYPTAX","TANYPTAX","Benthic macroinvertebrates","TANYPTAX","",FALSE
"bent_TL01NTAX","TL01NTAX","Benthic macroinvertebrates","TL01NTAX","",FALSE
"bent_TL01PIND","TL01PIND","Benthic macroinvertebrates","TL01PIND","",FALSE
"bent_TL01PTAX","TL01PTAX","Benthic macroinvertebrates","TL01PTAX","",FALSE
"bent_TL23NTAX","TL23NTAX","Benthic macroinvertebrates","TL23NTAX","",FALSE
"bent_TL23PIND","TL23PIND","Benthic macroinvertebrates","TL23PIND","",FALSE
"bent_TL23PTAX","TL23PTAX","Benthic macroinvertebrates","TL23PTAX","",FALSE
"bent_TL45NTAX","TL45NTAX","Benthic macroinvertebrates","TL45NTAX","",FALSE
"bent_TL45PIND","TL45PIND","Benthic macroinvertebrates","TL45PIND","",FALSE
"bent_TL45PTAX","TL45PTAX","Benthic macroinvertebrates","TL45PTAX","",FALSE
"bent_TL67NTAX","TL67NTAX","Benthic macroinvertebrates","TL67NTAX","",FALSE
"bent_TL67PIND","TL67PIND","Benthic macroinvertebrates","TL67PIND","",FALSE
"bent_TL67PTAX","TL67PTAX","Benthic macroinvertebrates","TL67PTAX","",FALSE
"bent_TOLRNTAX","TOLRNTAX","Benthic macroinvertebrates","TOLRNTAX","",FALSE
"bent_TOLRPIND","TOLRPIND","Benthic macroinvertebrates","TOLRPIND","",TRUE
"bent_TOLRPTAX","TOLRPTAX","Benthic macroinvertebrates","TOLRPTAX","",FALSE
"bent_TOTLNIND","TOTLNIND","Benthic macroinvertebrates","TOTLNIND","",FALSE
"bent_TOTLNTAX","TOTLNTAX","Benthic macroinvertebrates","TOTLNTAX","",TRUE
"bent_TRICNTAX","TRICNTAX","Benthic macroinvertebrates","TRICNTAX","",FALSE
"bent_TRICPIND","TRICPIND","Benthic macroinvertebrates","TRICPIND","",FALSE
"bent_TRICPTAX","TRICPTAX","Benthic macroinvertebrates","TRICPTAX","",FALSE
"bent_TUBINAIDNTAX","TUBINAIDNTAX","Benthic macroinvertebrates","TUBINAIDNTAX","",FALSE
"bent_TUBINAIDPIND","TUBINAIDPIND","Benthic macroinvertebrates","TUBINAIDPIND","",FALSE
"bent_TUBINAIDPTAX","TUBINAIDPTAX","Benthic macroinvertebrates","TUBINAIDPTAX","",FALSE
"bent_WTD_TV","WTD_TV","Benthic macroinvertebrates","WTD_TV","",FALSE
"fish_ALIENNTAX","ALIENNTAX","Fish","ALIENNTAX","",FALSE
"fish_ALIENPIND","ALIENPIND","Fish","ALIENPIND","",FALSE
"fish_ALIENPTAX","ALIENPTAX","Fish","ALIENPTAX","",TRUE
"fish_ANOMPIND","ANOMPIND","Fish","ANOMPIND","",TRUE
"fish_BENTINVNTAX","BENTINVNTAX","Fish","BENTINVNTAX","",FALSE
"fish_BENTINVPIND","BENTINVPIND","Fish","BENTINVPIND","",FALSE
"fish_BENTINVPTAX","BENTINVPTAX","Fish","BENTINVPTAX","",FALSE
"fish_CARNNTAX","CARNNTAX","Fish","CARNNTAX","",FALSE
"fish_CARNPIND","CARNPIND","Fish","CARNPIND","",FALSE
"fish_CARNPTAX","CARNPTAX","Fish","CARNPTAX","",FALSE
"fish_CATONTAX","CATONTAX","Fish","CATONTAX","",FALSE
"fish_CATOPIND","CATOPIND","Fish","CATOPIND","",FALSE
"fish_CATOPTAX","CATOPTAX","Fish","CATOPTAX","",FALSE
"fish_CENTNTAX","CENTNTAX","Fish","CENTNTAX","",FALSE
"fish_CENTPIND","CENTPIND","Fish","CENTPIND","",FALSE
"fish_CENTPTAX","CENTPTAX","Fish","CENTPTAX","",FALSE
"fish_COLDNTAX","COLDNTAX","Fish","COLDNTAX","",TRUE
"fish_COLDPIND","COLDPIND","Fish","COLDPIND","",FALSE
"fish_COLDPTAX","COLDPTAX","Fish","COLDPTAX","",FALSE
"fish_CYPRNTAX","CYPRNTAX","Fish","CYPRNTAX","",FALSE
"fish_CYPRPIND","CYPRPIND","Fish","CYPRPIND","",FALSE
"fish_CYPRPTAX","CYPRPTAX","Fish","CYPRPTAX","",FALSE
