cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,definition_source,sample_or_record_type_s,units,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1314,fish_metrics_NAT_NTOLINVPTAX,NAT_NTOLINVPTAX,Fish,NRSA 1314 Fish Metric Values,% native non-tolerant invertivore taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_NTOLNTAX,NAT_NTOLNTAX,Fish,NRSA 1314 Fish Metric Values,No. native non-tolerant taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_NTOLPIND,NAT_NTOLPIND,Fish,NRSA 1314 Fish Metric Values,% native non-tolerant individuals based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_NTOLPTAX,NAT_NTOLPTAX,Fish,NRSA 1314 Fish Metric Values,% native non-tolerant taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_OMNINTAX,NAT_OMNINTAX,Fish,NRSA 1314 Fish Metric Values,No. native omnivore taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_OMNIPIND,NAT_OMNIPIND,Fish,NRSA 1314 Fish Metric Values,% native individuals as omnivore,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_OMNIPTAX,NAT_OMNIPTAX,Fish,NRSA 1314 Fish Metric Values,% native taxa as omnivore,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_PIND,NAT_PIND,Fish,NRSA 1314 Fish Metric Values,native % of total individuals,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_PTAX,NAT_PTAX,Fish,NRSA 1314 Fish Metric Values,native % of total taxa,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_RBCATONTAX,NAT_RBCATONTAX,Fish,NRSA 1314 Fish Metric Values,No. native round-bodied sucker taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_RBCATOPIND,NAT_RBCATOPIND,Fish,NRSA 1314 Fish Metric Values,% native individuals as round-bodied sucker,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_RBCATOPTAX,NAT_RBCATOPTAX,Fish,NRSA 1314 Fish Metric Values,% native taxa as round-bodied sucker,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_RHEONTAX,NAT_RHEONTAX,Fish,NRSA 1314 Fish Metric Values,No. native rheophilic taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_RHEOPIND,NAT_RHEOPIND,Fish,NRSA 1314 Fish Metric Values,% native individuals as rheophilic,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_RHEOPTAX,NAT_RHEOPTAX,Fish,NRSA 1314 Fish Metric Values,% native taxa as rheophilic,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_SALMNTAX,NAT_SALMNTAX,Fish,NRSA 1314 Fish Metric Values,No. native salmonid taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_SALMPIND,NAT_SALMPIND,Fish,NRSA 1314 Fish Metric Values,% native individuals as salmonid,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_SALMPTAX,NAT_SALMPTAX,Fish,NRSA 1314 Fish Metric Values,% native taxa as salmonid,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_TOLRNTAX,NAT_TOLRNTAX,Fish,NRSA 1314 Fish Metric Values,No. distinct Tolerant native taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_TOLRPIND,NAT_TOLRPIND,Fish,NRSA 1314 Fish Metric Values,% Tolerant native individuals based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_TOLRPTAX,NAT_TOLRPTAX,Fish,NRSA 1314 Fish Metric Values,% Tolerant native taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_TOTLNIND,NAT_TOTLNIND,Fish,NRSA 1314 Fish Metric Values,Total native individuals,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_TOTLNTAX,NAT_TOTLNTAX,Fish,NRSA 1314 Fish Metric Values,Total native taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NAT_WTD_TV,NAT_WTD_TV,Fish,NRSA 1314 Fish Metric Values,Weighted average tolerance value among natives,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLBENTNTAX,NTOLBENTNTAX,Fish,NRSA 1314 Fish Metric Values,No. non-tolerant benthic taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLBENTPIND,NTOLBENTPIND,Fish,NRSA 1314 Fish Metric Values,% non-tolerant benthic individuals,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLBENTPTAX,NTOLBENTPTAX,Fish,NRSA 1314 Fish Metric Values,% non-tolerant benthic taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLCARNNTAX,NTOLCARNNTAX,Fish,NRSA 1314 Fish Metric Values,No. non-tolerant carnivore taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLCARNPIND,NTOLCARNPIND,Fish,NRSA 1314 Fish Metric Values,% non-tolerant carnivore individuals,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLCARNPTAX,NTOLCARNPTAX,Fish,NRSA 1314 Fish Metric Values,% non-tolerant carnivore taxa,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLINVNTAX,NTOLINVNTAX,Fish,NRSA 1314 Fish Metric Values,No. non-tolerant invertivore taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLINVPIND,NTOLINVPIND,Fish,NRSA 1314 Fish Metric Values,% non-tolerant invertivore individuals,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLINVPTAX,NTOLINVPTAX,Fish,NRSA 1314 Fish Metric Values,% non-tolerant invertivore taxa,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_NTOLNTAX,NTOLNTAX,Fish,NRSA 1314 Fish Metric Values,no. non-tolerant (TOLERANCE_NRSA=(S)ensitive/(I)ntermediate) taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_NTOLPIND,NTOLPIND,Fish,NRSA 1314 Fish Metric Values,% non-tolerant (TOLERANCE_NRSA=(S)ensitive/(I)ntermediate) individuals,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_NTOLPTAX,NTOLPTAX,Fish,NRSA 1314 Fish Metric Values,% non-tolerant (TOLERANCE_NRSA=(S)ensitive/(I)ntermediate) taxa,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_OMNINTAX,OMNINTAX,Fish,NRSA 1314 Fish Metric Values,No. omnivore taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_OMNIPIND,OMNIPIND,Fish,NRSA 1314 Fish Metric Values,% omnivore individuals,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_OMNIPTAX,OMNIPTAX,Fish,NRSA 1314 Fish Metric Values,% omnivore taxa,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_PSTL_CODE,PSTL_CODE,Fish,NRSA 1314 Fish Metric Values,"State two-letter postal code | State two letter postal code 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing values allowed.",2013–2014 EPA metadata,DESIGN,,,,,Multiple protocol-specific labels — see Metadata Detail,fish_metrics,7,2
1314,fish_metrics_PUBLICATION_DATE,PUBLICATION_DATE,Fish,NRSA 1314 Fish Metric Values,Date of data file publication,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,fish_metrics,9,3
1314,fish_metrics_RBCATONTAX,RBCATONTAX,Fish,NRSA 1314 Fish Metric Values,No. round-bodied sucker taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_RBCATOPIND,RBCATOPIND,Fish,NRSA 1314 Fish Metric Values,% round-bodied sucker individuals,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_RBCATOPTAX,RBCATOPTAX,Fish,NRSA 1314 Fish Metric Values,% round-bodied sucker taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_RHEONTAX,RHEONTAX,Fish,NRSA 1314 Fish Metric Values,No. rheophilic taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_RHEOPIND,RHEOPIND,Fish,NRSA 1314 Fish Metric Values,% rheophilic individuals,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_RHEOPTAX,RHEOPTAX,Fish,NRSA 1314 Fish Metric Values,% rheophilic taxa,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_SALMNTAX,SALMNTAX,Fish,NRSA 1314 Fish Metric Values,No. Salmonid taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_SALMPIND,SALMPIND,Fish,NRSA 1314 Fish Metric Values,% Salmonid individuals,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_SALMPTAX,SALMPTAX,Fish,NRSA 1314 Fish Metric Values,% Salmonid taxa,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,1,1
1314,fish_metrics_SAMPLE_TYPE,SAMPLE_TYPE,Fish,NRSA 1314 Fish Metric Values,Sample type,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,fish_metrics,4,3
1314,fish_metrics_SAMPLED_FISH,SAMPLED_FISH,Fish,NRSA 1314 Fish Metric Values,Whether site sampled sufficiently,2013–2014 EPA metadata,FISH,,,,,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_SITE_ID,SITE_ID,Fish,NRSA 1314 Fish Metric Values,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. Text. No missing values allowed. | Site ID",2013–2014 EPA metadata,DESIGN | VERIF,,,,,Multiple protocol-specific labels — see Metadata Detail,fish_metrics,14,2
1314,fish_metrics_SITETYPE,SITETYPE,Fish,NRSA 1314 Fish Metric Values,"Site type (Probability-based or hand-picked). PROB for sites from probability survey. Usually HAND for hand-picked sites. In EMAP West and WSA, STARHAND is used to identify hand-picked sites that do not have all CORE indicators available. | Site type (Probability-based or hand-picked)",2013–2014 EPA metadata,DESIGN,,PROB | HAND,,,Multiple protocol-specific labels — see Metadata Detail,fish_metrics,10,2
1314,fish_metrics_TOLRNTAX,TOLRNTAX,Fish,NRSA 1314 Fish Metric Values,No. distinct Tolerant taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_TOLRPIND,TOLRPIND,Fish,NRSA 1314 Fish Metric Values,% Tolerant individuals based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_TOLRPTAX,TOLRPTAX,Fish,NRSA 1314 Fish Metric Values,% Tolerant taxa based on TOLERANCE_NRSA,2013–2014 EPA metadata,FISH,,,0.0,100.0,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_TOTLNIND,TOTLNIND,Fish,NRSA 1314 Fish Metric Values,Total no. individuals,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_TOTLNTAX,TOTLNTAX,Fish,NRSA 1314 Fish Metric Values,Total no. distinct taxa,2013–2014 EPA metadata,FISH,,,0.0,,Single metadata definition,fish_metrics,2,1
1314,fish_metrics_UID,UID,Fish,NRSA 1314 Fish Metric Values,Unique site visit ID,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,fish_metrics,15,3
1314,fish_metrics_VISIT_NO,VISIT_NO,Fish,NRSA 1314 Fish Metric Values,Number identifying which visit this is,2013–2014 EPA metadata,VERIF,,|1|2,,,Single metadata definition,fish_metrics,14,1
1314,fish_metrics_WTD_TV,WTD_TV,Fish,NRSA 1314 Fish Metric Values,"Hilsenhoff Biotic Index (HBI), sum of TV_i*prop_i, where TV_i=tolerance value for species i and prop_i=proportion of taxon i in sample, based on all taxa in sample",2013–2014 EPA metadata,FISH,,,0.0,10.0,Single metadata definition,fish_metrics,2,1
1314,fish_taxa_FAM_OR_CLS,FAM_OR_CLS,Fish,NRSA 1314 Fish Taxa List,Family or class,2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_FAMILY,FAMILY,Fish,NRSA 1314 Fish Taxa List,Final taxon name within fish samples,2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,3,1
1314,fish_taxa_FINAL_NAME,FINAL_NAME,Fish,NRSA 1314 Fish Taxa List,Final common name assigned to fish count data,2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,2,1
1314,fish_taxa_GENUS,GENUS,Fish,NRSA 1314 Fish Taxa List,"Genus of taxon, if available",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,3,1
1314,fish_taxa_HABITAT_NRSA,HABITAT_NRSA,Fish,NRSA 1314 Fish Taxa List,"Habitat preferences,W-water column,B-Benthic,E-Edge",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_HERP,HERP,Fish,NRSA 1314 Fish Taxa List,"A=amphibian, R=reptile",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_ITISTSN,ITISTSN,Fish,NRSA 1314 Fish Taxa List,Unique Taxonmoic Serial Number (TSN) based on ITIS,2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,2,1
1314,fish_taxa_MIGR_NRSA,MIGR_NRSA,Fish,NRSA 1314 Fish Taxa List,Migratory or not,2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_REPROD_NRSA,REPROD_NRSA,Fish,NRSA 1314 Fish Taxa List,"Reproductive strategy,C-clean,coarse(lithophil),D-drifter,G-guarder,O-other",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_SPECIES,SPECIES,Fish,NRSA 1314 Fish Taxa List,"Species of taxon, if available",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_TEMP_NRSA,TEMP_NRSA,Fish,NRSA 1314 Fish Taxa List,"Temperature preferences,WM-warm,CD-coldwater,CL-coolwater",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_TOL_VAL_EMAPW,TOL_VAL_EMAPW,Fish,NRSA 1314 Fish Taxa List,Species Tolerance Values,2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_TOLERANCE_NRSA,TOLERANCE_NRSA,Fish,NRSA 1314 Fish Taxa List,"Tolerance categories Sensitive/Intolerant (S), Intermediate (I), Tolerant (T), based on WEMAP, USGS, Region 7",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_TROPHIC_NRSA,TROPHIC_NRSA,Fish,NRSA 1314 Fish Taxa List,"Trophic guild,C-carnivore,I-invertivore,H-herbivore,O-omnivore",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_taxa_VEL_NRSA,VEL_NRSA,Fish,NRSA 1314 Fish Taxa List,"Velocity preferences,O-other,R-rheophil,P-pool",2013–2014 EPA metadata,TAXA: Vertebrate,,,,,Single metadata definition,fish_taxa,1,1
1314,fish_hg_DATE_COL,DATE_COL,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Date of data collection in field,2013–2014 EPA metadata,VERIF,,,,,Single metadata definition,fish_hg,14,1
1314,fish_hg_INDEX_VISIT,INDEX_VISIT,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Index visit Y/blank,2013–2014 EPA metadata,VERIF,,,,,Single metadata definition,fish_hg,10,1
1314,fish_hg_MERCURY_COMMENT,MERCURY_COMMENT,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Comment to indicate reason mercury data not used in assessment | Descriptive comment. for Mercury in Fish Tissue - NG/G,2013–2014 EPA metadata,FPLG | FPLL,,,,,Multiple protocol-specific labels — see Metadata Detail,fish_hg,2,3
1314,fish_hg_MERCURY_DATA_FLAG,MERCURY_DATA_FLAG,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Laboratory or OW flag of result for Mercury,2013–2014 EPA metadata,FPLG | FPLL,,,,,Same label appears for multiple sample/record types,fish_hg,2,2
1314,fish_hg_MERCURY_FLAG,MERCURY_FLAG,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Flag assigned to associated comment for Mercury in Fish Tissue - NG/G,2013–2014 EPA metadata,FPLG,,,,,Single metadata definition,fish_hg,2,1
1314,fish_hg_MERCURY_MDL,MERCURY_MDL,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Minimum Detection Limit for Mercury in Fish Tissue - NG/G,2013–2014 EPA metadata,FPLG,,,,,Single metadata definition,fish_hg,2,1
1314,fish_hg_MERCURY_RESULT,MERCURY_RESULT,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Result for Mercury in Fish Tissue - NG/G | Value of associated parameter for Mercury in Fish Tissue - NG/G,2013–2014 EPA metadata,FPLG,,,,,Multiple protocol-specific labels — see Metadata Detail,fish_hg,2,2
1314,fish_hg_MERCURY_RL,MERCURY_RL,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Reporting Limit for Mercury in Fish Tissue - NG/G,2013–2014 EPA metadata,FPLG,,,,,Single metadata definition,fish_hg,2,1
1314,fish_hg_SITE_ID,SITE_ID,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. Text. No missing values allowed. | Unique Site ID assigned for NRSA13-14 | Site ID",2013–2014 EPA metadata,DESIGN | LANDSCAPE | VERIF,,,,,Multiple protocol-specific labels — see Metadata Detail,fish_hg,14,3
1314,fish_hg_UID,UID,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Unique site visit ID,2013–2014 EPA metadata,,,,,,Single metadata definition,fish_hg,15,1
1314,fish_hg_VISIT_NO,VISIT_NO,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Number identifying which visit this is,2013–2014 EPA metadata,VERIF,,|1|2,,,Single metadata definition,fish_hg,14,1
1314,fish_hg_YEAR,YEAR,Fish,NRSA 1314 Mercury in Fish Tissue Plugs,Year of sampling,2013–2014 EPA metadata,VERIF,,,,,Single metadata definition,fish_hg,7,1
1314,landscape_AWCH_WS,AWCH_WS,Landscape Data,NRSA 1314 Landscape Metrics,Mean high values of available water capacity of soils (fraction) at sampling point. From State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_BDH_WS,BDH_WS,Landscape Data,NRSA 1314 Landscape Metrics,Mean high values of soil bulk density of soil types at the sampling point (grams per cubic centimeter) from State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_BEDROCK_PERM_WS,BEDROCK_PERM_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Bedrock permeability, based on principal aquifer permeability classes. 1 is the lowest permeability, 7 is the highest. Floating point mean value of 7 permeability classes. (Based on National Atlas lithologic groups of principal aquifers. 1 is lowest permeability and 7 is the highest: 1 = Not a prinicpal aquifer, 2 = Sandstone, 3 = Semiconsolidated sand, 4 = Basalt and other volcanic rocks, 5 = Sandstone and carbonate rocks, 6 = Unconsolidated sand and gravel, 7 = Carbonate rock)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_BFI_WS,BFI_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Base Flow Index (BFI), The BFI is a ratio of base flow to total streamflow, expressed as a percentage and ranging from 0 to 100. Base flow is the sustained, slowly varying component of streamflow, usually attributed to ground-water discharge to a stream.",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_CAT_COMID,CAT_COMID,Landscape Data,NRSA 1314 Landscape Metrics,NHDPlus COMID for the stream catchment,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_CROP_1KM_BUF,CROP_1KM_BUF,Landscape Data,NRSA 1314 Landscape Metrics,Percent cropland use within 1 km buffer of point,2013–2014 EPA metadata,LANDSCAPE,,,0.0,,Single metadata definition,landscape,1,1
1314,landscape_DAM_KM3WTD_200KM,DAM_KM3WTD_200KM,Landscape Data,NRSA 1314 Landscape Metrics,Maximum weighted reservoir volume (km3) within 200 km upstream,2013–2014 EPA metadata,LANDSCAPE,,,0.0,,Single metadata definition,landscape,1,1
1314,landscape_DATE_COL,DATE_COL,Landscape Data,NRSA 1314 Landscape Metrics,Date of data collection in field,2013–2014 EPA metadata,VERIF,,,,,Same label appears for multiple sample/record types,landscape,14,3
1314,landscape_ELEV_PT,ELEV_PT,Landscape Data,NRSA 1314 Landscape Metrics,Elevation at gage location (meters) from 30m NHDPlusV2 which uses National Elevation Data (NED) snapshots from 2010 and 2011,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_ELEV_WS,ELEV_WS,Landscape Data,NRSA 1314 Landscape Metrics,Mean watershed elevation (meters) from 30m NHDPlusV2 which uses National Elevation Data (NED) snapshots from 2010 and 2011,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_ELEV_WS_MAX,ELEV_WS_MAX,Landscape Data,NRSA 1314 Landscape Metrics,Maximum watershed elevation (meters) from 30m NHDPlusV2 which uses National Elevation Data (NED) snapshots from 2010 and 2011,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_ELEV_WS_MIN,ELEV_WS_MIN,Landscape Data,NRSA 1314 Landscape Metrics,Minimum watershed elevation (meters) from 30m NHDPlusV2 which uses National Elevation Data (NED) snapshots from 2010 and 2011,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_ET_WS,ET_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Mean-annual actual evapotranspiration (ET), estimated using regression equation of Sanford and Selnick (2013)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_FSTFRZ_WS,FSTFRZ_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Site average of mean day of the year of first freeze, derived from 30 years of record (1961-1990), 2km PRISM. For example, value of 300 is the 300th day of the year (Oct 27th). Values > 365 mean that the first freeze occurs after Dec 31. It is done this way so that (first_freeze - last_freeze) should always give a positive number; high numbers for an area with a long frost-free period (e.g. Florida), low numbers for an area with a short frost-free period.",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_HUNT_DOM_DESC,GEOL_HUNT_DOM_DESC,Landscape Data,NRSA 1314 Landscape Metrics,"Text description of the dominant (highest percent of area) geology, derived from Hunt (1979) coverage",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_PCT,Landscape Data,NRSA 1314 Landscape Metrics,"Percentage of the watershed covered by the dominant geology type (Hunt, 1979)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_HUNT_DOM_WS,GEOL_HUNT_DOM_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Dominant (highest percent of area) geology, derived from Hunt (1979) coverage",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_HUNT_PT,GEOL_HUNT_PT,Landscape Data,NRSA 1314 Landscape Metrics,Geology type at the gage location derived from Hunt (1979),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_DOM_PCT,Landscape Data,NRSA 1314 Landscape Metrics,"Percentage of the watershed covered by the dominant geology type (Reed & Bush, 2001)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_REEDBUSH_DOM_WS,GEOL_REEDBUSH_DOM_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Dominant (highest percent of area) geology, derived from a simplified version of Reed & Bush (2001) - Generalized Geologic Map of the Conterminous United States.",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_GEOL_REEDBUSH_PT,GEOL_REEDBUSH_PT,Landscape Data,NRSA 1314 Landscape Metrics,Geology type at the gage location derived from a simplified version of Reed & Bush (2001) - Generalized Geologic Map of the Conterminous United States.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
