metric_key,cycle,dataset_id,source_column,category
phab_MEDBKUN,1314,PHAB_LARGER,MEDBKUN,Physical habitat
phab_MEDBKUN,1819,PHAB,MEDBKUN,Physical habitat
phab_MEDBKUN,2324,PHAB,MEDBKUN,Physical habitat
phab_LTEST,1314,PHAB_LARGER,LTEST,Physical habitat
phab_LTEST,1819,PHAB,LTEST,Physical habitat
phab_LTEST,2324,PHAB,LTEST,Physical habitat
phab_LRBS_TST,1314,PHAB_LARGER,LRBS_TST,Physical habitat
phab_LRBS_TST,1819,PHAB,LRBS_TST,Physical habitat
phab_LRBS_TST,2324,PHAB,LRBS_TST,Physical habitat
phab_LDMB_BW5,1314,PHAB_LARGER,LDMB_BW5,Physical habitat
phab_LDMB_BW5,1819,PHAB,LDMB_BW5,Physical habitat
phab_LDMB_BW5,2324,PHAB,LDMB_BW5,Physical habitat
phab_LRBS_BW5,1314,PHAB_LARGER,LRBS_BW5,Physical habitat
phab_LRBS_BW5,1819,PHAB,LRBS_BW5,Physical habitat
phab_LRBS_BW5,2324,PHAB,LRBS_BW5,Physical habitat
phab_LDCBF_G08,1314,PHAB_LARGER,LDCBF_G08,Physical habitat
phab_LDCBF_G08,1819,PHAB,LDCBF_G08,Physical habitat
phab_LDCBF_G08,2324,PHAB,LDCBF_G08,Physical habitat
phab_LRBS_G08,1314,PHAB_LARGER,LRBS_G08,Physical habitat
phab_LRBS_G08,1819,PHAB,LRBS_G08,Physical habitat
phab_LRBS_G08,2324,PHAB,LRBS_G08,Physical habitat
phab_XCDENMID,1314,PHAB_LARGER,XCDENMID,Physical habitat
phab_XCDENMID,1819,PHAB,XCDENMID,Physical habitat
phab_XCDENMID,2324,PHAB,XCDENMID,Physical habitat
phab_XCDENBK,1314,PHAB_LARGER,XCDENBK,Physical habitat
phab_XCDENBK,1819,PHAB,XCDENBK,Physical habitat
phab_XCDENBK,2324,PHAB,XCDENBK,Physical habitat
phab_CONPERCENT,1314,PHAB_LARGER,CONPERCENT,Physical habitat
phab_CONPERCENT,1819,PHAB,CONPERCENT,Physical habitat
phab_CONPERCENT,2324,PHAB,CONPERCENT,Physical habitat
phab_PCT_FA,1314,PHAB_LARGER,PCT_FA,Physical habitat
phab_PCT_FA,1819,PHAB,PCT_FA,Physical habitat
phab_PCT_FA,2324,PHAB,PCT_FA,Physical habitat
phab_PCT_GL,1314,PHAB_LARGER,PCT_GL,Physical habitat
phab_PCT_GL,1819,PHAB,PCT_GL,Physical habitat
phab_PCT_GL,2324,PHAB,PCT_GL,Physical habitat
phab_PCT_POOL,1314,PHAB_LARGER,PCT_POOL,Physical habitat
phab_PCT_POOL,1819,PHAB,PCT_POOL,Physical habitat
phab_PCT_POOL,2324,PHAB,PCT_POOL,Physical habitat
phab_PCT_DR,1314,PHAB_LARGER,PCT_DR,Physical habitat
phab_PCT_DR,1819,PHAB,PCT_DR,Physical habitat
phab_PCT_DR,2324,PHAB,PCT_DR,Physical habitat
phab_PCT_FAST,1314,PHAB_LARGER,PCT_FAST,Physical habitat
phab_PCT_FAST,1819,PHAB,PCT_FAST,Physical habitat
phab_PCT_FAST,2324,PHAB,PCT_FAST,Physical habitat
phab_PCT_SLOW,1314,PHAB_LARGER,PCT_SLOW,Physical habitat
phab_PCT_SLOW,1819,PHAB,PCT_SLOW,Physical habitat
phab_PCT_SLOW,2324,PHAB,PCT_SLOW,Physical habitat
phab_XWIDTH,1314,PHAB_LARGER,XWIDTH,Physical habitat
phab_XWIDTH,1819,PHAB,XWIDTH,Physical habitat
phab_XWIDTH,2324,PHAB,XWIDTH,Physical habitat
phab_SDWIDTH,1314,PHAB_LARGER,SDWIDTH,Physical habitat
phab_SDWIDTH,1819,PHAB,SDWIDTH,Physical habitat
phab_SDWIDTH,2324,PHAB,SDWIDTH,Physical habitat
phab_XBKF_W,1314,PHAB_LARGER,XBKF_W,Physical habitat
phab_XBKF_W,1819,PHAB,XBKF_W,Physical habitat
phab_XBKF_W,2324,PHAB,XBKF_W,Physical habitat
phab_XBKF_H,1314,PHAB_LARGER,XBKF_H,Physical habitat
phab_XBKF_H,1819,PHAB,XBKF_H,Physical habitat
phab_XBKF_H,2324,PHAB,XBKF_H,Physical habitat
phab_XINC_H,1314,PHAB_LARGER,XINC_H,Physical habitat
phab_XINC_H,1819,PHAB,XINC_H,Physical habitat
phab_XINC_H,2324,PHAB,XINC_H,Physical habitat
phab_SDINC_H,1314,PHAB_LARGER,SDINC_H,Physical habitat
phab_SDINC_H,1819,PHAB,SDINC_H,Physical habitat
phab_SDINC_H,2324,PHAB,SDINC_H,Physical habitat
phab_BFWD_RAT,1314,PHAB_LARGER,BFWD_RAT,Physical habitat
phab_BFWD_RAT,1819,PHAB,BFWD_RAT,Physical habitat
phab_BFWD_RAT,2324,PHAB,BFWD_RAT,Physical habitat
phab_XWXD,1314,PHAB_LARGER,XWXD,Physical habitat
phab_XWXD,1819,PHAB,XWXD,Physical habitat
phab_XWXD,2324,PHAB,XWXD,Physical habitat
phab_XWD_RAT,1314,PHAB_LARGER,XWD_RAT,Physical habitat
phab_XWD_RAT,1819,PHAB,XWD_RAT,Physical habitat
phab_XWD_RAT,2324,PHAB,XWD_RAT,Physical habitat
phab_SDWXD,1314,PHAB_LARGER,SDWXD,Physical habitat
phab_SDWXD,1819,PHAB,SDWXD,Physical habitat
phab_SDWXD,2324,PHAB,SDWXD,Physical habitat
phab_SDWD_RAT,1314,PHAB_LARGER,SDWD_RAT,Physical habitat
phab_SDWD_RAT,1819,PHAB,SDWD_RAT,Physical habitat
phab_SDWD_RAT,2324,PHAB,SDWD_RAT,Physical habitat
phab_XDEPTH,1819,PHAB,XDEPTH,Physical habitat
phab_XDEPTH,2324,PHAB,XDEPTH,Physical habitat
phab_SDDEPTH,1819,PHAB,SDDEPTH,Physical habitat
phab_SDDEPTH,2324,PHAB,SDDEPTH,Physical habitat
phab_XDEPTH_CM,1314,PHAB_LARGER,XDEPTH_CM,Physical habitat
phab_XDEPTH_CM,1819,PHAB,XDEPTH_CM,Physical habitat
phab_XDEPTH_CM,2324,PHAB,XDEPTH_CM,Physical habitat
phab_SDDEPTH_CM,1314,PHAB_LARGER,SDDEPTH_CM,Physical habitat
phab_SDDEPTH_CM,1819,PHAB,SDDEPTH_CM,Physical habitat
phab_SDDEPTH_CM,2324,PHAB,SDDEPTH_CM,Physical habitat
phab_XFC_ALG,1314,PHAB_LARGER,XFC_ALG,Physical habitat
phab_XFC_ALG,1819,PHAB,XFC_ALG,Physical habitat
phab_XFC_ALG,2324,PHAB,XFC_ALG,Physical habitat
phab_XFC_RCK,1314,PHAB_LARGER,XFC_RCK,Physical habitat
phab_XFC_RCK,1819,PHAB,XFC_RCK,Physical habitat
phab_XFC_RCK,2324,PHAB,XFC_RCK,Physical habitat
phab_XFC_BRS,1314,PHAB_LARGER,XFC_BRS,Physical habitat
phab_XFC_BRS,1819,PHAB,XFC_BRS,Physical habitat
phab_XFC_BRS,2324,PHAB,XFC_BRS,Physical habitat
phab_XFC_LVT,1314,PHAB_LARGER,XFC_LVT,Physical habitat
phab_XFC_LVT,1819,PHAB,XFC_LVT,Physical habitat
phab_XFC_LVT,2324,PHAB,XFC_LVT,Physical habitat
phab_XFC_AQM,1314,PHAB_LARGER,XFC_AQM,Physical habitat
phab_XFC_AQM,1819,PHAB,XFC_AQM,Physical habitat
phab_XFC_AQM,2324,PHAB,XFC_AQM,Physical habitat
phab_XFC_OHV,1314,PHAB_LARGER,XFC_OHV,Physical habitat
phab_XFC_OHV,1819,PHAB,XFC_OHV,Physical habitat
phab_XFC_OHV,2324,PHAB,XFC_OHV,Physical habitat
phab_XFC_HUM,1314,PHAB_LARGER,XFC_HUM,Physical habitat
phab_XFC_HUM,1819,PHAB,XFC_HUM,Physical habitat
phab_XFC_HUM,2324,PHAB,XFC_HUM,Physical habitat
phab_XFC_UCB,1314,PHAB_LARGER,XFC_UCB,Physical habitat
phab_XFC_UCB,1819,PHAB,XFC_UCB,Physical habitat
phab_XFC_UCB,2324,PHAB,XFC_UCB,Physical habitat
phab_XFC_LWD,1314,PHAB_LARGER,XFC_LWD,Physical habitat
phab_XFC_LWD,1819,PHAB,XFC_LWD,Physical habitat
phab_XFC_LWD,2324,PHAB,XFC_LWD,Physical habitat
phab_XFC_NAT,1314,PHAB_LARGER,XFC_NAT,Physical habitat
phab_XFC_NAT,1819,PHAB,XFC_NAT,Physical habitat
phab_XFC_NAT,2324,PHAB,XFC_NAT,Physical habitat
phab_XFC_BIG,1314,PHAB_LARGER,XFC_BIG,Physical habitat
phab_XFC_BIG,1819,PHAB,XFC_BIG,Physical habitat
phab_XFC_BIG,2324,PHAB,XFC_BIG,Physical habitat
phab_XFC_ALL,1314,PHAB_LARGER,XFC_ALL,Physical habitat
phab_XFC_ALL,1819,PHAB,XFC_ALL,Physical habitat
phab_XFC_ALL,2324,PHAB,XFC_ALL,Physical habitat
phab_PCT_SIDE,1314,PHAB_LARGER,PCT_SIDE,Physical habitat
phab_PCT_SIDE,1819,PHAB,PCT_SIDE,Physical habitat
phab_PCT_SIDE,2324,PHAB,PCT_SIDE,Physical habitat
phab_REACHLEN,1314,PHAB_LARGER,REACHLEN,Physical habitat
phab_REACHLEN,1819,PHAB,REACHLEN,Physical habitat
phab_REACHLEN,2324,PHAB,REACHLEN,Physical habitat
phab_W1_HAG,1314,PHAB_LARGER,W1_HAG,Physical habitat
phab_W1_HAG,1819,PHAB,W1_HAG,Physical habitat
phab_W1_HAG,2324,PHAB,W1_HAG,Physical habitat
phab_W1_HNOAG,1314,PHAB_LARGER,W1_HNOAG,Physical habitat
phab_W1_HNOAG,1819,PHAB,W1_HNOAG,Physical habitat
phab_W1_HNOAG,2324,PHAB,W1_HNOAG,Physical habitat
phab_W1_HALL,1314,PHAB_LARGER,W1_HALL,Physical habitat
phab_W1_HALL,1819,PHAB,W1_HALL,Physical habitat
phab_W1_HALL,2324,PHAB,W1_HALL,Physical habitat
phab_W1H_BLDG,1314,PHAB_LARGER,W1H_BLDG,Physical habitat
phab_W1H_BLDG,1819,PHAB,W1H_BLDG,Physical habitat
phab_W1H_BLDG,2324,PHAB,W1H_BLDG,Physical habitat
phab_W1H_LDFL,1314,PHAB_LARGER,W1H_LDFL,Physical habitat
phab_W1H_LDFL,1819,PHAB,W1H_LDFL,Physical habitat
phab_W1H_LDFL,2324,PHAB,W1H_LDFL,Physical habitat
phab_W1H_LOG,1314,PHAB_LARGER,W1H_LOG,Physical habitat
phab_W1H_LOG,1819,PHAB,W1H_LOG,Physical habitat
phab_W1H_LOG,2324,PHAB,W1H_LOG,Physical habitat
phab_W1H_MINE,1314,PHAB_LARGER,W1H_MINE,Physical habitat
phab_W1H_MINE,1819,PHAB,W1H_MINE,Physical habitat
phab_W1H_MINE,2324,PHAB,W1H_MINE,Physical habitat
phab_W1H_PARK,1314,PHAB_LARGER,W1H_PARK,Physical habitat
phab_W1H_PARK,1819,PHAB,W1H_PARK,Physical habitat
phab_W1H_PARK,2324,PHAB,W1H_PARK,Physical habitat
phab_W1H_PSTR,1314,PHAB_LARGER,W1H_PSTR,Physical habitat
phab_W1H_PSTR,1819,PHAB,W1H_PSTR,Physical habitat
phab_W1H_PSTR,2324,PHAB,W1H_PSTR,Physical habitat
phab_W1H_PVMT,1314,PHAB_LARGER,W1H_PVMT,Physical habitat
phab_W1H_PVMT,1819,PHAB,W1H_PVMT,Physical habitat
phab_W1H_PVMT,2324,PHAB,W1H_PVMT,Physical habitat
phab_W1H_PIPE,1314,PHAB_LARGER,W1H_PIPE,Physical habitat
phab_W1H_PIPE,1819,PHAB,W1H_PIPE,Physical habitat
phab_W1H_PIPE,2324,PHAB,W1H_PIPE,Physical habitat
phab_W1H_ROAD,1314,PHAB_LARGER,W1H_ROAD,Physical habitat
phab_W1H_ROAD,1819,PHAB,W1H_ROAD,Physical habitat
phab_W1H_ROAD,2324,PHAB,W1H_ROAD,Physical habitat
phab_W1H_CROP,1314,PHAB_LARGER,W1H_CROP,Physical habitat
phab_W1H_CROP,1819,PHAB,W1H_CROP,Physical habitat
phab_W1H_CROP,2324,PHAB,W1H_CROP,Physical habitat
phab_W1H_WALL,1314,PHAB_LARGER,W1H_WALL,Physical habitat
phab_W1H_WALL,1819,PHAB,W1H_WALL,Physical habitat
phab_W1H_WALL,2324,PHAB,W1H_WALL,Physical habitat
phab_C1TM100,1314,PHAB_LARGER,C1TM100,Physical habitat
phab_C1TM100,1819,PHAB,C1TM100,Physical habitat
phab_C1TM100,2324,PHAB,C1TM100,Physical habitat
phab_C1WM100,1314,PHAB_LARGER,C1WM100,Physical habitat
phab_C1WM100,1819,PHAB,C1WM100,Physical habitat
phab_C1WM100,2324,PHAB,C1WM100,Physical habitat
phab_C2TM100,1314,PHAB_LARGER,C2TM100,Physical habitat
phab_C2TM100,1819,PHAB,C2TM100,Physical habitat
phab_C2TM100,2324,PHAB,C2TM100,Physical habitat
phab_C2WM100,1314,PHAB_LARGER,C2WM100,Physical habitat
phab_C2WM100,1819,PHAB,C2WM100,Physical habitat
phab_C2WM100,2324,PHAB,C2WM100,Physical habitat
phab_C4TM100,1314,PHAB_LARGER,C4TM100,Physical habitat
phab_C4TM100,1819,PHAB,C4TM100,Physical habitat
phab_C4TM100,2324,PHAB,C4TM100,Physical habitat
phab_C4WM100,1314,PHAB_LARGER,C4WM100,Physical habitat
phab_C4WM100,1819,PHAB,C4WM100,Physical habitat
phab_C4WM100,2324,PHAB,C4WM100,Physical habitat
phab_V1WM100,1314,PHAB_LARGER,V1WM100,Physical habitat
phab_V1WM100,1819,PHAB,V1WM100,Physical habitat
phab_V1WM100,2324,PHAB,V1WM100,Physical habitat
phab_V1W_MSQ,1314,PHAB_LARGER,V1W_MSQ,Physical habitat
phab_V1W_MSQ,1819,PHAB,V1W_MSQ,Physical habitat
phab_V1W_MSQ,2324,PHAB,V1W_MSQ,Physical habitat
phab_V2WM100,1314,PHAB_LARGER,V2WM100,Physical habitat
phab_V2WM100,1819,PHAB,V2WM100,Physical habitat
phab_V2WM100,2324,PHAB,V2WM100,Physical habitat
phab_V2W_MSQ,1314,PHAB_LARGER,V2W_MSQ,Physical habitat
phab_V2W_MSQ,1819,PHAB,V2W_MSQ,Physical habitat
phab_V2W_MSQ,2324,PHAB,V2W_MSQ,Physical habitat
phab_V4WM100,1314,PHAB_LARGER,V4WM100,Physical habitat
phab_V4WM100,1819,PHAB,V4WM100,Physical habitat
phab_V4WM100,2324,PHAB,V4WM100,Physical habitat
phab_V4W_MSQ,1314,PHAB_LARGER,V4W_MSQ,Physical habitat
phab_V4W_MSQ,1819,PHAB,V4W_MSQ,Physical habitat
phab_V4W_MSQ,2324,PHAB,V4W_MSQ,Physical habitat
phab_RPXDEP,1819,PHAB,RPXDEP,Physical habitat
phab_RPXDEP,2324,PHAB,RPXDEP,Physical habitat
phab_RPMXDEP,1819,PHAB,RPMXDEP,Physical habitat
phab_RPMXDEP,2324,PHAB,RPMXDEP,Physical habitat
phab_RPGT50,1314,PHAB_LARGER,RPGT50,Physical habitat
phab_RPGT50,1819,PHAB,RPGT50,Physical habitat
phab_RPGT50,2324,PHAB,RPGT50,Physical habitat
phab_RPGT75,1314,PHAB_LARGER,RPGT75,Physical habitat
phab_RPGT75,1819,PHAB,RPGT75,Physical habitat
phab_RPGT75,2324,PHAB,RPGT75,Physical habitat
phab_RPXDEP_CM,1314,PHAB_LARGER,RPXDEP_CM,Physical habitat
phab_RPXDEP_CM,1819,PHAB,RPXDEP_CM,Physical habitat
phab_RPXDEP_CM,2324,PHAB,RPXDEP_CM,Physical habitat
phab_RPMXDEP_CM,1314,PHAB_LARGER,RPMXDEP_CM,Physical habitat
phab_RPMXDEP_CM,1819,PHAB,RPMXDEP_CM,Physical habitat
phab_RPMXDEP_CM,2324,PHAB,RPMXDEP_CM,Physical habitat
phab_RP100,1314,PHAB_LARGER,RP100,Physical habitat
phab_RP100,1819,PHAB,RP100,Physical habitat
phab_RP100,2324,PHAB,RP100,Physical habitat
phab_PCAN_C,1314,PHAB_LARGER,PCAN_C,Physical habitat
phab_PCAN_C,1819,PHAB,PCAN_C,Physical habitat
phab_PCAN_C,2324,PHAB,PCAN_C,Physical habitat
phab_PCAN_D,1314,PHAB_LARGER,PCAN_D,Physical habitat
phab_PCAN_D,1819,PHAB,PCAN_D,Physical habitat
phab_PCAN_D,2324,PHAB,PCAN_D,Physical habitat
phab_PCAN_E,1314,PHAB_LARGER,PCAN_E,Physical habitat
phab_PCAN_E,1819,PHAB,PCAN_E,Physical habitat
phab_PCAN_E,2324,PHAB,PCAN_E,Physical habitat
phab_PCAN_M,1314,PHAB_LARGER,PCAN_M,Physical habitat
phab_PCAN_M,1819,PHAB,PCAN_M,Physical habitat
phab_PCAN_M,2324,PHAB,PCAN_M,Physical habitat
phab_PCAN_N,1314,PHAB_LARGER,PCAN_N,Physical habitat
phab_PCAN_N,1819,PHAB,PCAN_N,Physical habitat
phab_PCAN_N,2324,PHAB,PCAN_N,Physical habitat
phab_XCL,1314,PHAB_LARGER,XCL,Physical habitat
phab_XCL,1819,PHAB,XCL,Physical habitat
phab_XCL,2324,PHAB,XCL,Physical habitat
phab_XCS,1314,PHAB_LARGER,XCS,Physical habitat
phab_XCS,1819,PHAB,XCS,Physical habitat
phab_XCS,2324,PHAB,XCS,Physical habitat
phab_XMW,1314,PHAB_LARGER,XMW,Physical habitat
phab_XMW,1819,PHAB,XMW,Physical habitat
phab_XMW,2324,PHAB,XMW,Physical habitat
phab_XMH,1314,PHAB_LARGER,XMH,Physical habitat
phab_XMH,1819,PHAB,XMH,Physical habitat
phab_XMH,2324,PHAB,XMH,Physical habitat
phab_XGW,1314,PHAB_LARGER,XGW,Physical habitat
phab_XGW,1819,PHAB,XGW,Physical habitat
phab_XGW,2324,PHAB,XGW,Physical habitat
phab_XGH,1314,PHAB_LARGER,XGH,Physical habitat
phab_XGH,1819,PHAB,XGH,Physical habitat
phab_XGH,2324,PHAB,XGH,Physical habitat
phab_XGB,1314,PHAB_LARGER,XGB,Physical habitat
phab_XGB,1819,PHAB,XGB,Physical habitat
phab_XGB,2324,PHAB,XGB,Physical habitat
phab_XC,1314,PHAB_LARGER,XC,Physical habitat
phab_XC,1819,PHAB,XC,Physical habitat
phab_XC,2324,PHAB,XC,Physical habitat
phab_XM,1314,PHAB_LARGER,XM,Physical habitat
phab_XM,1819,PHAB,XM,Physical habitat
phab_XM,2324,PHAB,XM,Physical habitat
phab_XCMW,1314,PHAB_LARGER,XCMW,Physical habitat
phab_XCMW,1819,PHAB,XCMW,Physical habitat
phab_XCMW,2324,PHAB,XCMW,Physical habitat
phab_XCM,1314,PHAB_LARGER,XCM,Physical habitat
phab_XCM,1819,PHAB,XCM,Physical habitat
phab_XCM,2324,PHAB,XCM,Physical habitat
phab_XG,1314,PHAB_LARGER,XG,Physical habitat
phab_XG,1819,PHAB,XG,Physical habitat
phab_XG,2324,PHAB,XG,Physical habitat
phab_XCMGW,1314,PHAB_LARGER,XCMGW,Physical habitat
phab_XCMGW,1819,PHAB,XCMGW,Physical habitat
phab_XCMGW,2324,PHAB,XCMGW,Physical habitat
phab_XCMG,1314,PHAB_LARGER,XCMG,Physical habitat
phab_XCMG,1819,PHAB,XCMG,Physical habitat
phab_XCMG,2324,PHAB,XCMG,Physical habitat
phab_XPCAN,1314,PHAB_LARGER,XPCAN,Physical habitat
phab_XPCAN,1819,PHAB,XPCAN,Physical habitat
phab_XPCAN,2324,PHAB,XPCAN,Physical habitat
phab_XPMID,1314,PHAB_LARGER,XPMID,Physical habitat
phab_XPMID,1819,PHAB,XPMID,Physical habitat
phab_XPMID,2324,PHAB,XPMID,Physical habitat
phab_XPMGW,1314,PHAB_LARGER,XPMGW,Physical habitat
phab_XPMGW,1819,PHAB,XPMGW,Physical habitat
phab_XPMGW,2324,PHAB,XPMGW,Physical habitat
phab_XPCM,1314,PHAB_LARGER,XPCM,Physical habitat
phab_XPCM,1819,PHAB,XPCM,Physical habitat
phab_XPCM,2324,PHAB,XPCM,Physical habitat
phab_XPCMG,1314,PHAB_LARGER,XPCMG,Physical habitat
phab_XPCMG,1819,PHAB,XPCMG,Physical habitat
phab_XPCMG,2324,PHAB,XPCMG,Physical habitat
phab_PCTCLINOMETER,1314,PHAB_LARGER,PCTCLINOMETER,Physical habitat
phab_PCTCLINOMETER,1819,PHAB,PCTCLINOMETER,Physical habitat
phab_PCTCLINOMETER,2324,PHAB,PCTCLINOMETER,Physical habitat
phab_SINU,1314,PHAB_LARGER,SINU,Physical habitat
phab_SINU,1819,PHAB,SINU,Physical habitat
phab_SINU,2324,PHAB,SINU,Physical habitat
phab_XBEARING,1314,PHAB_LARGER,XBEARING,Physical habitat
phab_XBEARING,1819,PHAB,XBEARING,Physical habitat
phab_XBEARING,2324,PHAB,XBEARING,Physical habitat
phab_XSLOPE,1314,PHAB_LARGER,XSLOPE,Physical habitat
phab_XSLOPE,1819,PHAB,XSLOPE,Physical habitat
phab_XSLOPE,2324,PHAB,XSLOPE,Physical habitat
phab_XSLOPE_FIELD,1314,PHAB_LARGER,XSLOPE_FIELD,Physical habitat
phab_XSLOPE_FIELD,1819,PHAB,XSLOPE_FIELD,Physical habitat
phab_XSLOPE_FIELD,2324,PHAB,XSLOPE_FIELD,Physical habitat
phab_XSLOPE_MAP,1314,PHAB_LARGER,XSLOPE_MAP,Physical habitat
